ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13211175,JG424896,08/27/2023 09:00:00 PM,064XX N BELL AVE,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",STREET,false,false,2412,024,50,2,07,1160142,1942649,2023,09/17/2023 03:41:45 PM,41.998338154,-87.686244378,"(41.998338154, -87.686244378)"
13204956,JG417280,09/09/2023 09:04:00 AM,006XX E MARQUETTE RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0321,003,20,42,08B,1181476,1861387,2023,09/17/2023 03:42:50 PM,41.774882497,-87.610283271,"(41.774882497, -87.610283271)"
13205856,JG418559,09/09/2023 08:00:00 PM,063XX S ARTESIAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0825,008,16,66,07,1161131,1862471,2023,09/17/2023 03:42:50 PM,41.778302329,-87.684835221,"(41.778302329, -87.684835221)"
13205496,JG418018,09/09/2023 07:15:00 PM,050XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0224,002,3,38,08B,1178008,1871738,2023,09/17/2023 03:42:50 PM,41.803365964,-87.622682706,"(41.803365964, -87.622682706)"
13205469,JG418072,09/09/2023 03:30:00 AM,015XX W 100TH PL,0583,STALKING,CYBERSTALKING,RESIDENCE,false,false,2213,022,19,72,08A,1167737,1838109,2023,09/17/2023 03:42:50 PM,41.711310298,-87.661314745,"(41.711310298, -87.661314745)"
13207537,JG420056,09/09/2023 01:50:00 AM,058XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,1513,015,29,25,06,1137529,1900155,2023,09/17/2023 03:42:50 PM,41.882168989,-87.770457606,"(41.882168989, -87.770457606)"
13205294,JG417711,09/09/2023 03:30:00 PM,021XX W PETERSON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,2413,024,40,2,06,1160994,1939841,2023,09/17/2023 03:42:50 PM,41.990615196,-87.683188577,"(41.990615196, -87.683188577)"
13205816,JG418505,09/09/2023 09:00:00 PM,049XX S WOOD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0931,009,20,61,14,1165182,1871953,2023,09/17/2023 03:42:50 PM,41.804237321,-87.66971568,"(41.804237321, -87.66971568)"
13205267,JG417709,09/09/2023 03:55:00 PM,029XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1124,011,27,27,08A,1156632,1898547,2023,09/17/2023 03:42:50 PM,41.877391241,-87.700354449,"(41.877391241, -87.700354449)"
13204639,JG417030,09/09/2023 12:30:00 AM,026XX N SHEFFIELD AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1935,019,43,7,05,1169169,1917750,2023,09/17/2023 03:42:50 PM,41.929822507,-87.653763616,"(41.929822507, -87.653763616)"
13211367,JG425100,08/29/2023 11:44:00 PM,063XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,CTA STATION,false,false,0312,003,20,42,08B,1182650,1863246,2023,09/17/2023 03:41:45 PM,41.7799566,-87.605921959,"(41.7799566, -87.605921959)"
13206387,JG418631,09/09/2023 03:00:00 PM,030XX N BROADWAY,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1934,019,44,6,14,1171721,1920469,2023,09/17/2023 03:42:50 PM,41.937227668,-87.644305471,"(41.937227668, -87.644305471)"
13209784,JG418067,09/09/2023 08:45:00 PM,017XX W 18TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1234,012,25,31,06,1165285,1891456,2023,09/17/2023 03:42:50 PM,41.85775341,-87.668784595,"(41.85775341, -87.668784595)"
13204907,JG417302,09/09/2023 02:15:00 AM,001XX N WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0111,001,42,32,08B,1176785,1901611,2023,09/17/2023 03:42:50 PM,41.885367342,-87.626266013,"(41.885367342, -87.626266013)"
13205865,JG418549,09/09/2023 09:00:00 PM,008XX N FRANCISCO AVE,0810,THEFT,OVER $500,STREET,false,false,1211,012,36,24,06,1156897,1905552,2023,09/17/2023 03:42:50 PM,41.896608253,-87.699191366,"(41.896608253, -87.699191366)"
13205502,JG417996,09/09/2023 07:41:00 PM,035XX N CLARK ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,false,false,1924,019,44,6,08B,1168480,1923896,2023,09/17/2023 03:42:50 PM,41.94670237,-87.656117076,"(41.94670237, -87.656117076)"
13205599,JG418122,09/09/2023 11:14:00 PM,085XX S PARNELL AVE,041A,BATTERY,AGGRAVATED - HANDGUN,CHA PARKING LOT / GROUNDS,false,false,0622,006,21,71,04B,1174120,1848252,2023,09/17/2023 03:42:50 PM,41.739005004,-87.637638525,"(41.739005004, -87.637638525)"
13205126,JG417644,09/09/2023 02:26:00 PM,096XX S EXCHANGE AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,ALLEY,false,false,0431,004,10,51,15,1197439,1841540,2023,09/17/2023 03:42:50 PM,41.72003767,-87.552426673,"(41.72003767, -87.552426673)"
13206099,JG418812,09/09/2023 09:30:00 PM,003XX E LOWER WACKER DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0114,001,42,32,07,1178519,1902545,2023,09/17/2023 03:42:50 PM,41.887890902,-87.619870013,"(41.887890902, -87.619870013)"
13206670,JG418335,09/09/2023 11:15:00 PM,073XX S YATES BLVD,0810,THEFT,OVER $500,APARTMENT,false,false,0334,003,7,43,06,1193477,1856836,2023,09/17/2023 03:42:50 PM,41.762108917,-87.566438859,"(41.762108917, -87.566438859)"
13211190,JG424951,09/01/2023 07:00:00 PM,032XX N OSCEOLA AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1631,016,29,17,11,1125850,1920746,2023,09/17/2023 03:41:45 PM,41.938875724,-87.812885012,"(41.938875724, -87.812885012)"
13204997,JG417231,09/09/2023 07:30:00 AM,025XX W 65TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,0832,008,16,66,06,1160369,1861464,2023,09/17/2023 03:42:50 PM,41.775554714,-87.687656486,"(41.775554714, -87.687656486)"
13210893,JG418115,09/09/2023 10:32:00 PM,059XX W WASHINGTON BLVD,0560,ASSAULT,SIMPLE,NURSING / RETIREMENT HOME,false,false,1513,015,29,25,08A,1137026,1900142,2023,09/17/2023 03:42:50 PM,41.882142354,-87.772304964,"(41.882142354, -87.772304964)"
13205245,JG417761,09/09/2023 04:20:00 PM,045XX S DR MARTIN LUTHER KING JR DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0221,002,3,38,26,1179626,1874825,2023,09/17/2023 03:42:50 PM,41.811800093,-87.616654368,"(41.811800093, -87.616654368)"
13205354,JG417470,09/09/2023 10:55:00 AM,007XX S ADA ST,0810,THEFT,OVER $500,STREET,false,false,1231,012,34,28,06,1167575,1896968,2023,09/17/2023 03:42:50 PM,41.872829852,-87.660220313,"(41.872829852, -87.660220313)"
13205429,JG417922,09/09/2023 06:47:00 PM,045XX N MONITOR AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,1622,016,38,15,26,1136524,1929647,2023,09/17/2023 03:42:50 PM,41.963116437,-87.773440946,"(41.963116437, -87.773440946)"
13204669,JG417078,09/09/2023 01:00:00 AM,022XX N SHEFFIELD AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,false,false,1812,018,43,7,03,1169256,1915132,2023,09/17/2023 03:42:50 PM,41.922636691,-87.653520189,"(41.922636691, -87.653520189)"
13205752,JG418397,09/09/2023 09:50:00 PM,012XX W 76TH ST,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),false,true,0612,006,17,71,06,1169395,1854429,2023,09/17/2023 03:42:50 PM,41.756059048,-87.654771544,"(41.756059048, -87.654771544)"
13205013,JG417192,09/09/2023 05:00:00 AM,060XX W 58TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0811,008,13,56,06,1136799,1865469,2023,09/17/2023 03:42:50 PM,41.786998287,-87.773967613,"(41.786998287, -87.773967613)"
13205291,JG417925,09/09/2023 04:00:00 PM,065XX N CLARK ST,2820,OTHER OFFENSE,TELEPHONE THREAT,HOSPITAL BUILDING / GROUNDS,false,false,2432,024,40,1,08A,1164204,1943320,2023,09/17/2023 03:42:50 PM,42.000094189,-87.671282557,"(42.000094189, -87.671282557)"
13205550,JG418061,09/09/2023 08:45:00 PM,038XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0213,002,3,35,08B,1177828,1879596,2023,09/17/2023 03:42:50 PM,41.824933076,-87.623104662,"(41.824933076, -87.623104662)"
13205712,JG418175,09/09/2023 11:19:00 PM,001XX E 37TH PL,0560,ASSAULT,SIMPLE,ALLEY,false,true,0212,002,3,35,08A,1178116,1880171,2023,09/17/2023 03:42:50 PM,41.826504384,-87.622030616,"(41.826504384, -87.622030616)"
13209102,JG422394,09/09/2023 09:00:00 AM,002XX W 23RD PL,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0914,009,11,34,08A,1175113,1888729,2023,09/17/2023 03:42:50 PM,41.850055922,-87.632791874,"(41.850055922, -87.632791874)"
13206032,JG417606,09/09/2023 01:41:00 PM,086XX S KARLOV AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0834,008,18,70,08A,1150585,1846951,2023,09/17/2023 03:42:50 PM,41.73592456,-87.723900866,"(41.73592456, -87.723900866)"
13207442,JG419493,09/09/2023 05:21:00 PM,047XX S ELLIS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),false,false,0222,002,4,39,06,1183716,1873766,2023,09/17/2023 03:42:50 PM,41.80879954,-87.601685652,"(41.80879954, -87.601685652)"
13205338,JG417961,09/09/2023 07:49:00 PM,005XX N RIDGEWAY AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,true,false,1122,011,27,23,18,1151293,1903272,2023,09/17/2023 03:42:50 PM,41.890463519,-87.719833886,"(41.890463519, -87.719833886)"
13205206,JG417693,09/09/2023 03:00:00 AM,050XX N KENMORE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2024,020,48,3,07,1168337,1933874,2023,09/17/2023 03:42:50 PM,41.974085455,-87.656352943,"(41.974085455, -87.656352943)"
13206956,JG419752,09/09/2023 08:15:00 PM,0000X E MONROE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0112,001,34,32,07,1177003,1899949,2023,09/17/2023 03:42:50 PM,41.880801792,-87.625515824,"(41.880801792, -87.625515824)"
13205558,JG418135,09/09/2023 11:09:00 PM,031XX N KNOX AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,false,false,2521,025,31,19,15,1144816,1920398,2023,09/17/2023 03:42:50 PM,41.937583655,-87.743187976,"(41.937583655, -87.743187976)"
13205557,JG418066,09/09/2023 09:00:00 PM,029XX N BROADWAY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1934,019,44,6,07,1171737,1919986,2023,09/17/2023 03:42:50 PM,41.935901944,-87.644260937,"(41.935901944, -87.644260937)"
13204797,JG417198,09/09/2023 12:30:00 AM,032XX W HARRISON ST,0460,BATTERY,SIMPLE,STREET,false,false,1134,011,24,27,08B,1154962,1897183,2023,09/17/2023 03:42:50 PM,41.873681917,-87.706522832,"(41.873681917, -87.706522832)"
13206192,JG418918,09/09/2023 10:00:00 PM,021XX N KILDARE AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,2522,025,35,20,06,1147373,1913752,2023,09/17/2023 03:42:50 PM,41.919297732,-87.733961196,"(41.919297732, -87.733961196)"
13206368,JG418667,09/09/2023 08:00:00 AM,023XX N BOSWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,false,false,1811,018,2,7,14,1165595,1915693,2023,09/17/2023 03:42:50 PM,41.924254961,-87.666955798,"(41.924254961, -87.666955798)"
13205068,JG417395,09/09/2023 11:10:00 AM,022XX S KOSTNER AVE,0810,THEFT,OVER $500,RESIDENCE,false,true,1013,010,22,29,06,1147408,1888699,2023,09/17/2023 03:42:50 PM,41.850548794,-87.734474956,"(41.850548794, -87.734474956)"
13205947,JG418648,09/09/2023 11:30:00 PM,042XX S PRINCETON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0925,009,20,37,07,1175000,1876652,2023,09/17/2023 03:42:50 PM,41.81691816,-87.633567673,"(41.81691816, -87.633567673)"
13211540,JG425415,09/07/2023 04:00:00 PM,027XX S DRAKE AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1032,010,22,30,06,1153142,1885665,2023,09/17/2023 03:41:45 PM,41.842111471,-87.713510304,"(41.842111471, -87.713510304)"
13205821,JG417351,09/09/2023 10:26:00 AM,040XX S DEARBORN ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,false,true,0213,002,3,38,04B,1176639,1878080,2023,09/17/2023 03:42:50 PM,41.820799932,-87.627512417,"(41.820799932, -87.627512417)"
13205483,JG418073,09/09/2023 09:48:00 PM,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1432,014,32,22,06,1160867,1917657,2023,09/17/2023 03:42:50 PM,41.929743818,-87.684273777,"(41.929743818, -87.684273777)"
13206238,JG419025,09/09/2023 04:00:00 PM,014XX N LARRABEE ST,0810,THEFT,OVER $500,STREET,false,false,1821,018,27,8,06,1172064,1909970,2023,09/17/2023 03:42:50 PM,41.908410359,-87.643355369,"(41.908410359, -87.643355369)"
13210087,JG423657,09/09/2023 09:00:00 AM,054XX S INGLESIDE AVE,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),false,false,0233,002,20,41,06,1183454,1869517,2023,09/17/2023 03:42:50 PM,41.797146064,-87.602779061,"(41.797146064, -87.602779061)"
13205137,JG417445,09/09/2023 10:33:00 AM,051XX N MILWAUKEE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,HIGHWAY / EXPRESSWAY,false,false,1623,016,45,11,07,1138624,1933379,2023,09/17/2023 03:42:50 PM,41.973319462,-87.765628954,"(41.973319462, -87.765628954)"
13205592,JG418148,09/09/2023 10:20:00 PM,017XX W GARFIELD BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,true,true,0932,009,16,61,08B,1165500,1868217,2023,09/17/2023 03:42:50 PM,41.793978547,-87.668655354,"(41.793978547, -87.668655354)"
13205161,JG417610,09/09/2023 02:13:00 PM,039XX W GLADYS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,true,false,1132,011,28,26,15,1150186,1898065,2023,09/17/2023 03:42:50 PM,41.876196592,-87.724035116,"(41.876196592, -87.724035116)"
13204771,JG417164,09/09/2023 03:53:00 AM,054XX S ABERDEEN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0934,009,16,61,08A,1169909,1868672,2023,09/17/2023 03:42:50 PM,41.795132435,-87.652474592,"(41.795132435, -87.652474592)"
13211418,JG425221,09/06/2023 07:00:00 PM,016XX S ALBANY AVE,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,1022,010,24,29,06,1155986,1891508,2023,09/17/2023 03:41:45 PM,41.858088533,-87.702916195,"(41.858088533, -87.702916195)"
13205631,JG417144,09/09/2023 03:11:00 AM,015XX E 61ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0314,003,5,42,08B,1187666,1864701,2023,09/17/2023 03:42:50 PM,41.783831328,-87.587486572,"(41.783831328, -87.587486572)"
13205393,JG417170,09/09/2023 04:30:00 AM,059XX S MOZART ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE - GARAGE,false,true,0824,008,15,66,04B,1158395,1865122,2023,09/17/2023 03:42:50 PM,41.785633231,-87.694793431,"(41.785633231, -87.694793431)"
13205415,JG417927,09/09/2023 07:09:00 PM,035XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0212,002,4,36,14,1181307,1881665,2023,09/17/2023 03:42:50 PM,41.830530933,-87.610277459,"(41.830530933, -87.610277459)"
13205446,JG418035,09/09/2023 07:13:00 AM,025XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1931,019,32,7,06,1163883,1917044,2023,09/17/2023 03:42:50 PM,41.927998524,-87.673208159,"(41.927998524, -87.673208159)"
13206431,JG417969,09/09/2023 06:35:00 PM,001XX W 104TH ST,0810,THEFT,OVER $500,RESIDENCE,false,false,0512,005,9,49,06,1177224,1835995,2023,09/17/2023 03:42:50 PM,41.705300755,-87.62663476,"(41.705300755, -87.62663476)"
13205688,JG418273,09/09/2023 11:00:00 PM,001XX W KINZIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1831,018,42,8,14,1175310,1902997,2023,09/17/2023 03:42:50 PM,41.889203826,-87.631640804,"(41.889203826, -87.631640804)"
13204761,JG417096,09/09/2023 02:10:00 AM,033XX W MADISON ST,041A,BATTERY,AGGRAVATED - HANDGUN,CHA PARKING LOT / GROUNDS,false,false,1124,011,28,27,04B,1154170,1899820,2023,09/17/2023 03:42:50 PM,41.880933953,-87.709360298,"(41.880933953, -87.709360298)"
13204728,JG417136,09/09/2023 01:45:00 AM,013XX W LAKE ST,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,1224,012,27,28,03,1167588,1901569,2023,09/17/2023 03:42:50 PM,41.885455068,-87.660040064,"(41.885455068, -87.660040064)"
13205314,JG417818,09/09/2023 04:30:00 PM,012XX S MORGAN ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1232,012,28,28,06,1170096,1894714,2023,09/17/2023 03:42:50 PM,41.866590083,-87.651030383,"(41.866590083, -87.651030383)"
13205566,JG417599,09/09/2023 11:44:00 AM,018XX S KARLOV AVE,0810,THEFT,OVER $500,APARTMENT,false,true,1012,010,24,29,06,1149357,1890630,2023,09/17/2023 03:42:50 PM,41.855810178,-87.72727167,"(41.855810178, -87.72727167)"
13204727,JG417131,09/09/2023 03:02:00 AM,034XX W NORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,1422,014,26,23,05,1153310,1910424,2023,09/28/2023 03:41:33 PM,41.910049472,-87.712236304,"(41.910049472, -87.712236304)"
13205093,JG417551,09/09/2023 12:00:00 PM,021XX S WABASH AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,0131,001,3,33,08B,1177083,1890123,2023,10/29/2023 03:41:41 PM,41.853836827,-87.625519566,"(41.853836827, -87.625519566)"
13204791,JG417134,09/09/2023 02:49:00 AM,040XX E 106TH ST,031A,ROBBERY,ARMED - HANDGUN,RESTAURANT,false,false,0432,004,10,52,03,1204706,1835284,2023,09/17/2023 03:42:50 PM,41.70268678,-87.526025149,"(41.70268678, -87.526025149)"
27738,JG417122,09/09/2023 03:16:00 AM,080XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0621,006,6,71,01A,1173032,1851565,2023,09/17/2023 03:42:50 PM,41.748120376,-87.641527156,"(41.748120376, -87.641527156)"
13204705,JG417102,09/09/2023 02:08:00 AM,019XX S LOOMIS ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,false,false,1235,012,25,31,15,1167340,1890759,2023,09/17/2023 03:42:50 PM,41.855796887,-87.661261562,"(41.855796887, -87.661261562)"
13206465,JG417199,09/09/2023 06:08:00 AM,009XX S MONITOR AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1513,015,29,25,14,1137520,1895647,2023,09/17/2023 03:42:50 PM,41.86979859,-87.770599185,"(41.86979859, -87.770599185)"
13205156,JG417654,09/09/2023 03:00:00 PM,051XX N LEAVITT ST,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,2031,020,40,4,08B,1160756,1933880,2023,09/17/2023 03:42:50 PM,41.974262927,-87.684230156,"(41.974262927, -87.684230156)"
13205534,JG418121,09/09/2023 07:00:00 PM,089XX S MUSKEGON AVE,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,0423,004,7,46,06,1196565,1846235,2023,09/17/2023 03:42:50 PM,41.732942865,-87.555472437,"(41.732942865, -87.555472437)"
13206009,JG418233,09/09/2023 11:04:00 PM,125XX S TORRENCE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0433,004,10,55,14,1195825,1822171,2023,09/17/2023 03:42:50 PM,41.666927144,-87.558975969,"(41.666927144, -87.558975969)"
13204985,JG417158,09/09/2023 02:30:00 AM,001XX S WABASH AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,false,false,0112,001,34,32,03,1176830,1899747,2023,09/17/2023 03:42:50 PM,41.880251406,-87.626157171,"(41.880251406, -87.626157171)"
13206842,JG418661,09/09/2023 12:01:00 AM,004XX N STATE ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,1834,018,42,8,03,1176292,1903441,2023,09/17/2023 03:42:50 PM,41.890400093,-87.628021143,"(41.890400093, -87.628021143)"
13207491,JG420404,09/09/2023 01:00:00 PM,002XX E ILLINOIS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,1834,018,2,8,11,1177800,1903658,2023,09/17/2023 03:42:50 PM,41.890961404,-87.622476522,"(41.890961404, -87.622476522)"
13205028,JG417263,09/09/2023 08:51:00 AM,026XX W 80TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,false,true,0835,008,18,70,14,1160290,1851495,2023,09/17/2023 03:42:50 PM,41.748199929,-87.688220164,"(41.748199929, -87.688220164)"
13205490,JG418012,09/09/2023 08:34:00 PM,021XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1432,014,32,22,06,1164551,1914302,2023,09/17/2023 03:42:50 PM,41.92046017,-87.67083136,"(41.92046017, -87.67083136)"
13205517,JG417894,09/09/2023 06:20:00 PM,065XX S DR MARTIN LUTHER KING JR DR,041A,BATTERY,AGGRAVATED - HANDGUN,APARTMENT,false,false,0312,003,20,69,04B,1180044,1861789,2023,09/17/2023 03:42:50 PM,41.776018543,-87.615520426,"(41.776018543, -87.615520426)"
13205181,JG417778,09/09/2023 03:30:00 PM,051XX N LEAVITT ST,0560,ASSAULT,SIMPLE,PARK PROPERTY,false,false,2032,020,40,4,08A,1160752,1933991,2023,09/17/2023 03:42:50 PM,41.974567599,-87.684241772,"(41.974567599, -87.684241772)"
13206275,JG417913,09/09/2023 06:00:00 PM,026XX W 80TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0835,008,18,70,14,1160290,1851495,2023,09/17/2023 03:42:50 PM,41.748199929,-87.688220164,"(41.748199929, -87.688220164)"
13205783,JG418416,09/09/2023 08:00:00 PM,042XX W WILCOX ST,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1115,011,28,26,08A,1148201,1899000,2023,09/17/2023 03:42:50 PM,41.878800777,-87.73129934,"(41.878800777, -87.73129934)"
13206395,JG418662,09/09/2023 11:00:00 PM,042XX W 47TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER (SPECIFY),false,false,0815,008,14,57,14,1148716,1873126,2023,09/17/2023 03:42:50 PM,41.807789205,-87.730075658,"(41.807789205, -87.730075658)"
13207941,JG420963,09/09/2023 09:00:00 AM,014XX W AINSLIE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CEMETARY,false,false,2033,020,47,3,14,1165663,1933007,2023,09/17/2023 03:42:50 PM,41.971763941,-87.666210763,"(41.971763941, -87.666210763)"
13204716,JG417083,09/09/2023 01:40:00 AM,082XX S VINCENNES AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,0622,006,6,44,03,1174614,1850383,2023,09/17/2023 03:42:50 PM,41.744841769,-87.63576532,"(41.744841769, -87.63576532)"
13205639,JG418166,09/09/2023 09:49:00 PM,041XX W 47TH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,false,false,0815,008,14,57,04A,1149632,1873148,2023,09/17/2023 03:42:50 PM,41.807831884,-87.726715402,"(41.807831884, -87.726715402)"
13204778,JG417168,09/09/2023 03:35:00 AM,048XX N BROADWAY,0460,BATTERY,SIMPLE,BAR OR TAVERN,false,false,2033,020,46,3,08B,1167445,1932189,2023,09/17/2023 03:42:50 PM,41.969481057,-87.659681778,"(41.969481057, -87.659681778)"
13204923,JG417313,09/09/2023 06:00:00 AM,056XX S DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0715,007,15,67,14,1163987,1867292,2023,09/17/2023 03:42:50 PM,41.791472198,-87.67422946,"(41.791472198, -87.67422946)"
13205168,JG417660,09/09/2023 03:14:00 PM,013XX N MILWAUKEE AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,1433,014,1,24,06,1164931,1908799,2023,10/10/2023 03:41:04 PM,41.905351513,-87.669591641,"(41.905351513, -87.669591641)"
13205102,JG417456,09/09/2023 12:00:00 PM,065XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0723,007,16,68,08B,1171431,1861472,2023,10/13/2023 03:40:50 PM,41.7753416,-87.647104136,"(41.7753416, -87.647104136)"
13207163,JG418023,09/09/2023 08:32:00 PM,018XX S KARLOV AVE,0810,THEFT,OVER $500,STREET,false,true,1012,010,24,29,06,1149356,1890665,2023,09/17/2023 03:42:50 PM,41.855906242,-87.727274434,"(41.855906242, -87.727274434)"
13205382,JG417692,09/09/2023 02:22:00 PM,050XX N WINTHROP AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,true,true,2024,020,48,3,04A,1167953,1933959,2023,09/17/2023 03:42:50 PM,41.974327016,-87.657762544,"(41.974327016, -87.657762544)"
13211301,JG425086,08/27/2023 07:00:00 PM,011XX N CLEVELAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1823,018,27,8,14,1172669,1908014,2023,09/17/2023 03:41:45 PM,41.903029616,-87.641190895,"(41.903029616, -87.641190895)"
13205630,JG418146,09/09/2023 11:00:00 PM,071XX S RHODES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,false,true,0323,003,6,69,14,1181141,1857837,2023,09/17/2023 03:42:50 PM,41.765148663,-87.611620522,"(41.765148663, -87.611620522)"
13205458,JG417853,09/09/2023 05:40:00 PM,001XX W 112TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0522,005,9,49,14,1177371,1830357,2023,09/17/2023 03:42:50 PM,41.68982596,-87.626265953,"(41.68982596, -87.626265953)"
